fold,train_drugs,test_drugs,duration_sec,AUC,AUPR,F1_SCORE,MACRO_F1,MCC,score_threshold,label_threshold
1,918,102,2897.017,0.8891461598016336,0.3303393888113751,0.38056777289084365,0.6833503946186357,0.36713058904080975,0.5,0.5
