fold,train_drugs,test_drugs,duration_sec,AUC,AUPR,F1_SCORE,MACRO_F1,MCC,score_threshold,label_threshold
1,918,102,273.645,0.8961778363722883,0.38394771890503265,0.4394691586359064,0.7119626891312749,0.42951841327222473,0.5,0.5
